Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
@reaIDonalTrump_ @GarnoRealestate Dude... Along time over due.,fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1281006650426564617
.@realdonaldtrump how does it feel knowing you were responsible for #HermanCaine’s death. #covid19.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289767167190163456
The data are clear: political leaders who got behind scientists and followed their directions have much better situations now. #COVID19,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1282581958833213441
When are @FLOTUS and #CoronaDon going to come out and say Baron is going back to school along with all the Trump grandspawn. Granted their schools can afford to have someone assigned to each student to wipe their things down constantly. They could miss a spot!,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282798960147599366
George Floyd showed the world that Corona virus was a hoax.  He saved all the children in the world.  They can go outside and play and go back to school.  Look at protest rallies how large they are. @cspanwj @realDonaldTrump #TeaParty #breakingnews #breaking #news,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1270505945257390080
"If you apply these figures to the USA statistics then the actual number of people infected with Coronavirus is 
likely to be:

USA: 1.25% = 4 Million
NY State: 9% = 1.75 Million 
California 0.33% = 130 Thousand

@realDonaldTrump time to replace",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1248757572150145026
"RT if you support Rand Paul.
-- #DrFauci #COVID19",fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1260300553751539715
Alien DNA huh #trumpretweetsidiots #wtaf #TrumpVirus,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1288482635577044992
"UPDATE #WhiteHouse won't let their scientists/doctors appear on #coronavirus #CNNTownHall tonight So no #DrFauci from taskforce  or #DrBright-HHS 
Q-What is #WH scared of?  
A-More needless deaths including inadequate  #N95 masks only 30% effective as Bright said in testimony",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1261088117982810113
"@ConfedofLunches You Rock :guitar: :sign_of_the_horns:!!! And for that I leave you the two I made before I fell asleep #CheetoMcAsshat #DonnieDollhands #AmericaorTrump #FactsoverFiction #DelusionalDonnie #TrumpisNotWell 
#ByeDonJr #KidsLivesMatter #TrumpVirus #Biden2020Landslide",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287764951923212288
@chrislhayes Weddings were fun. Wine and shop talk nights at the bar were fun. A lot of things were fun. But instead we're here. #TrumpGolfsAmericansDie #coronavirus,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282846027280797696
@realDonaldTrump I think it's probably because a virus that's killed 140k people and that will probably affect 50 million of us seems a little more important. #NotMyPresident #facemasks #Covid_19,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282805150575243264
"JOE BIDEN WILL NOT DEFUND THE POLICE.

DONALD TRUMP IS JUST LYING TO YOU AGAIN.

#TrumpLiesAmericansDie 
#TrumpIsACompleteFailure 
#TrumpMustGo 
#AmericasGreatestMistake 
#AmericaOrTrump",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287262979721793536
"@Newsweek I live in FtWorth, Texas! My kids will not be the government’s guinea pigs!! Use your own damn kids!! #TrumpVirus  #TrumpGolfsAmericansDie",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283133148356841479
The game was #FlattenTheCurve but did we?  If so why such worry about #COVID19 coming back? Maybe we #shifted the curve or #delayed the curve?  #who scam. #CDC dupe.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1271033776022355968
"Go ahead #followme, you know you want too. It'll be our dirty little secret. #COVID19. #Coronavirus #PoliceState. #PrisonPlanet #BillGatesVirus",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1257824190155108353
@CNN Stfu @CNN cnn,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1281472575399514114
"If you are unemployed, having trouble paying your bills or feeding your kids, the virus didn’t do that to you. Your government did. 

@realDonaldTrump",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290276149851955200
"@GovRonDeSantis It never was a pandemic.

It was and is presented as a pandemic to keep the fear narrative going and cover for the overreaction in shutting down the Nation.",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1280288073381748743
"@ReesusP There’s a clue.

#TrumpIncompetence #TrumpGenocide",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283499957585149952
"@RealCandaceO If #Coronavirus starts bringing the dead back to life, I’d love to see how they whip out models that somehow tie back to a 500% death rate.",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1251641593314115586
"I will NOT get any VACCINE for #COVID19,",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1260220858771148809
@JoelStern7 While wearing a damn mask,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285316153972338688
"@realDonaldTrump Yeah because YOU are rigging it!! Can't win on your own merit so you have to CHEAT!! WE Deserve better than you!! Vote for Joe!! #CheetoMcAsshat #DonnieDollhands #AmericaorTrump #FactsoverFiction #TrumpisNotWell 
#KidsLivesMatter #TrumpVirus #Biden2020",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287566401335701509
@bobbycatania @realDonaldTrump is the sole responsable party for what has gone wrong on the USA. #TrumpVirus,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289656018037743616
@DeAnna4Congress Smarter and honest too.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1278650787766419457
@realDonaldTrump Exactly!! U.S. has not stopped testing &amp; have far more people and do far more testing!! @realDonaldTrump,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1289748487563669504
@Yamiche Yes and Peter is absolutely correct.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1283212250912821251
@thejtlewis @realDonaldTrump @seanhannity @FoxNews This would be funny....if it were true....but it’s not #TrumpKnewAndDidNothing #TrumpVirus #AmericaIsDying #AmericaOrTrump,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286538497155719169
@marcymassura That's people who wear masks then bitch if someone else doesn't. Immunity isn't broken if someone doesn't wear one just like vaccines.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287048979973312512
@mchooyah Just fucking perfect. #RulesForTheeNotForMe @POTUS,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286664808260145152
@Phreadys Hell to the NO!!!!! I watched him lie on live TV to Congress about MMR reactions. He only corrected himself because moms in the room called him out. He is the fourth reich,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290010431063576576
"@realDonaldTrump It ""would be so great"" if you resigned today.   Over 135k lives have been lost to COVID-19 &amp; you continue to do nothing.  You also think most have forgotten about the Russian bounties on our military, but we haven't.  

#TrumpTraitor #TrumpGolfsAmericansDie",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283046737721139202
WHICH #nursinghomes #COVID19 only #dewine #dracton #DrFauci #COVID19,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1260293189010894848
@MrsBizzyBone They both are HOT. They are the heads of the vaccination movement. #DrFauci says nothing is working. We need to do mass mandatory testing in problem areas (poor black) and isolate(concentration camp) those who have the fake virus.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1277462774432530433
"Was the #CDC on vacation during the burning of our cities, blocking freeways, #Riots , #looting ? Seems they have so much to say today. #COVID19 #coronavirus #DrFauci #MSM  #pandemic",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1278655953349627906
@yazbashar That smirk on his face needs to slapped off his head while sharing a cell with a guy named bubba.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289593072934739968
We are surrounded by viruses like corona but we need to understand that our body can fight with these all things if we boost our immune by proper diet. There is no need of vaccine for every 2nd virus to boost our immune but it is needed by pharma company to make money.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1260768476857319424
You have to be into S&amp;M to work for CNN! @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @cnn  #TrumpTrain2020 #COVID19 #CoVFeFe @GovWhitmer #DemocratsHateAmerica @SpeakerPelosi @JoeBiden,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1252021640126500869
"@uscpsycho But the whole thing is just a Democrat hoax to make that grown man who wears orange make up look bad...

Thr #Marlins are just making this up.",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1288076039252357120
Coronavirus lockdown ends on his birthday what would you do if that was true? #Quarantine #DrFauci #COVID19 #Manager #Heel #RonSimmons #RayLewis,fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1261217711654236160
@Hoosiers1986 @realDonaldTrump Good point corporate media and big tech also.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1289720999903035392
"@WTNH hahaha.  Per capita NY, NJ and CT boast the highest death rate!",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1290494592614191106
"Shame on you Dr. Ron Paul-you are a doctor. 

A doctor pulling the I’m a”free individual nonsense” that is going to destroy this nation. 

“We shouldn’t assume a group of experts know what’s best”-
Dr. Ron Paul is honestly the STUPIDEST thing I’ve ever heard. #

#COVID19 #DrFauci",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1277986171164012550
@ROHLL5 No mask on him no mask on the guy behind him:rage:,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1278392420447612928
How was Beijing and most of China spared from the British :crown: Corona  virus? The Pilgrim Society and Bill Gates go hand in hand just like the #CDC...mmmmmm,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1257932908398030853
@WhiteHouse @realDonaldTrump Do the schools and parents get to sue the White House when they get sick or die?,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282439612762390528
"Haven't heard from #DrFauci in a while, is the coronavirus over?",fauci,NONE,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1268199829987119104
"The push to forcibly mask the general public did not come from health professionals. It came from lobbyists ""persuading"" politicians. I suspect there was probably some money on the table as well. #MaskOff",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289726233622663168
How can the FCC allow CNN to keep their license? @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @cnn  #TrumpTrain2020 #COVID19 #CoVFeFe @GovWhitmer #DemocratsHateAmerica @SpeakerPelosi @JoeBiden,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1252142401814245376
"@BarnettforAZ @zev_dr Yeah, the Gates are always up to NO GOOD !! Bill Gates is a MURDERER !! Just ask the Government of Africa. He killed 1/2 million African Children, with his VACCINES !! They want him arrested !!",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290579456050905088
Why does a person have to get quarantined for 14 days when visiting family out of state but you don’t have to when you go on vacation #COVID19 #doublestandard,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290044191460872192
"Dr. Fauci says a 'promising' coronavirus vaccine will enter phase three human trials next month. #CoronaVirusUpdates
#COVID19 #Vaccine #DrFauci",fauci,NONE,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1275876620507676683
"#Updated: May 13, 2020, 01:49 GMT. USA 21:57 EST May 12.

Coronavirus Cases:
4,340,058
Deaths:
292,816
Recovered:
1,602,155

USA Cases:- 1,408,636
Deaths:-  :eight::three:,:four::two::five:
New Deaths:- +1,630
New Cases:- +22,802

#ChineseVirus 
#USA 
#California 
#DrFauci 
#VALORANT 
#CA25 
#Trump",fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1260390428882415617
"@BeyondBlonde3 If wearing a mask was a national focus from the beginning, instead if politicized, we wouldn't be where we are today. 
But ..you know... truMp.
:rage::face_with_symbols_on_mouth::rage:
#TrumpVirus",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282872132465307648
@PeterHotez @donlemon @CNNTonight @kaitlancollins @WHO Cry me a River!,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282964865322225664
Thank You @POTUS @VP and @WhiteHouse #COVID19 team for the briefing this Sunday evening!  So much good information!  God bless you all with wisdom and effective strategy!  :flag_for_United_States::star2::flag_for_United_States::star2::flag_for_United_States::star2::flag_for_United_States::star2::flag_for_United_States::star2::flag_for_United_States::star2::flag_for_United_States::star2::flag_for_United_States: #DrBirx,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1244405391540260865
"The imagined perfect solution is the ""end-all."" So with this in mind, Paul might rather have said: ""I don't think [your policy, Dr Fauci,] is the end-all.""

4/4

#macbeth
#covid19
#covidhearing 
#RandPaul 
#DrFauci",fauci,NONE,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1260444338275979267
@CNBC I know one CDC director that will be thrilled with the pricing.   It sure beats paying $1 for Hydroxychloroquine,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1277707350690979842
"@IvankaTrump @AdCouncil @Apple @IBM This is a joke, right? 
#TrumpCrimeFamily #TrumpIsNotWell #COVID19 ",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283177051332239360
@ddiamond @brianstelter #WhiteHouse is suppressing information #WeThePeople need!  #TrumpVirusCatastrophe #TrumpVirusCoverup #ScienceMatters,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1280388950717169664
How about some criticism of Mike Pence. He s CINO( CHRISTIAN IN NAME ONLY),fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284640330550214656
@WhiteRa27652117 @Inevitable_ET COVID-19 is a LIE! Doctors are injecting people with poison and then saying they were killed by the #KungFlu ! What happened to America??,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284289688338149379
@ABC Are these #'s correct b/c it seems like some states are #underreporting cases due to lack of #testing. #coronavirus #COVID19 #therona #DrFauci #ThursdayThoughts #health #contagionmovie #NoPlanetB #PeopleOverPolitics #peoplebeforeprofit,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1248312913300881414
@jaketapper Plandemic.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287601632897712129
Over 3.36mil cases of #COVID19 and 135k deaths so far and @realDonaldTrump wants schools open and full of young kids in 2wks he’s crazy.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282844325815160832
@CityOfDubuque R u trying 2 kill people in this heat?! ACCOUNTABILITY! @CityOfDubuque @dbqschools @KCRG #WWG1WGA_GLOBAL #Patriots #PatriotsUnited #America #Iowa #COVID19,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289737248657690625
@AgenteCuadruple @WIREDScience Well you would need to vaccinate against HIV not AIDS and to the best of my knowledge it seems most of the medical community is struggling with a vaccine. So I assume it is not so simple. How is the vaccine that your working on going?,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1288721784196472832
Let’s get some Las Vegas odds on how long in hours it will be until Trump fires the director of the CDC!  #TrumpPressBriefing #Trump #COVIDIOT #CoronavirusLiar #CoronaVirus #CDC #Fauci #DrFauci,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1253109360340787200
@unhealthytruth Fauci the phones!!,fauci,NONE,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1290652149484072961
"@aravosis That’s the 2020 #SocialDistancing Screwball!! At least, he practices what he pitches! :rolling_on_the_floor_laughing: :woman_shrugging_light_skin_tone:",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286481140841234436
If the Wuhan China Virus was so dangerous!!! Then why isn’t there a GO FUND ME PAGE?,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290735297660162048
"So HHS is now responsible for all COVID19 data?

The same HHS responsible for housing migrant kids separated from their families? The HHS who lost kids, and couldn't reunite others with their parents?

Because I don't trust them at all.

#CDC #COVID19 #HHS",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283814761575206913
"I would be less disappointed in humanity if they simply rounded up and killed people labeled as ""anti-vaxxers"". They are so crazy they are willing to destroy their own lives, torture themselves, and restrict their breathing for their medical cult. #BigPharma",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284327598236012549
"When asked about a possible cure for the #COVIDー19 pandemic, #DrFauci said that antibody testing will be available “very soon”. This leads many Americans to ask how soon is “soon” and when will life begin to resume from where it stopped. #CoronavirusUSA #BeatingCorona #DrFauci",fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1248378739274047489
What exactly did it take to change Trump’s tone and admit things are going to get worsens that people should wear masks???? #facemasks #COVIDIDIOTS #NotMyPresident,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285786874687021057
@SixPieceTaye @jimmy_dore @Makke93 Many have died needlessly already on this hill because the fascist pharmaceutical industry suppressed the use of HCQ and vigorously obstructed its use with no valid reason except political and profit motives.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1281068167784091648
@LionelMedia Thuggery #DefundTheBBC #ArrestBillGates,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290190286845403137
@KatieDaviscourt End #America :joy: that's hilarious :rolling_on_the_floor_laughing: #TrumpThreatensAmerica #TrumpIsLosing #Treason #TrumpVirus #RacistInChief #seattleprotests #TrumpGolfsAmericansDie #TrumpMeltdown #ImpeachTrumpAgain #FredsFailure #SaudiTrump #EnemyOfThePeople wows there a lot! #CreepyTrump,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285429769207574528
@JoeBiden @realDonaldTrump exactly why you need to,fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1278212093645213697
"@layla_jaiy @emilyjodell He embezzled funds from a charity fund, why we surprised that he &amp; his family members would want to profit off the misery &amp; death of US citizens, he delayed response so patients can increase

This is the guy whom #America elected, his your president.

#COVID19 #DrFauci #NewYork",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1247706095474409474
"@svdate We also have the most #coronavirus hospitalizations and DEATHS. Those things are NOT exaggerated by more testing!
#TrumpIsAnIdiot",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282762200374026240
"@thehill 145,860 deaths. 4,237,411  cases. Covid growing exponentially. Only 14.9% tested. STILL NO PLAN. 43 million unemployed. US soldiers being murdered by Russia @realdonaldtrump @gop @vp @whitehouse @lindseygrahamsc FAILED AMERICA   #trumpownseverydeath #trumpgenocide",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287071650589024257
"@LegendaryEnergy :pensive: Yeah... pretty disappointing. They ""science shamed"" him then CNN named that child-fraud to their Corona Virus Expert panel.",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1261417022598131718
#DrFauci Itis apparent that we are NOW reaching Worst Case Scenarios with #COVID19 #CDC unimpressive maybe censored? We had a window of opportunity 2 mitigatet RNaught ( transmission rate higher than 14?) this summer by also shortening #Fomite shelf life with the heat&amp; humidity.,fauci,NONE,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1277854124181123074
"@ec_kag @D_P_Patterson @G_TheOriginal @RogerFritz7 @LedferdraRobert @prokaski @IsidorMeyer1 @lizBeth_Hineni @KatDelT @BreatheAgain777 @ShawnG927 @Joedelfino7 @QTAnon1 @kimszc1 @MichaelJLeBoeu1 @TexasDeplorabl4 @GA_peach3102 @Lordsbondserver @conservativma @socalpony2 You forgot the part ""except if your protesters"" &amp; then make sure he's holding a sledge hammer.

We can gather to tear down our jobs, we just can't make money with them.

They need the economy to be as terrible as possible for Donald Trump #electionstrategy",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289928924307185664
"@realDonaldTrump Open #Hcqs to protect the parents, too.  Geez, Almighty, WE'VE TAKEN OURSELVES OUT OF THAT OPPORTUNITY.",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290502122782330883
"@RandPaul Stick to glasses. Stay in your lane. 
#COVID19 
#TrumpVirus",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286096261310029825
@cspanwj Did the caller suggest that #DrFauci  talked about #hydroxychloriquine  effect on #COVID19 in 2005?,fauci,NONE,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1255828941954322434
@RepAndyBiggsAZ @RepAndyBiggsAZ knows the #KungFlu is 99% harmless! #MAGA,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1280960219057582080
@ParkerMolloy @MollyJongFast @mattgaetz :wrench: Uh no. We just want to replace you. Try focusing on what you can do to keep your constituents safe from #COVID19 #GOPCowards #ComplicitGOP #VoteBlueToSaveAmerica #RepublicansAgainstTrump #CoronaDon,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282778855787376643
@ABC But kids can get #coronavirus and they can bring it home to their families?,fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1286222809312694272
@SierraWhiskee Everyday is a good day to cancel that Napoleon syndrome Nazzi wet bag from the planet! @elonmusk send him up with your testing I’m sure he will make a mess of that too!,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289669055788380160
CNN has whipped up an army of outraged Twitter Libetards after it slammed a network of local news stations for airing an interview with scientist Dr Judy Mikovits who blames Dr Anthony Fauci for creating the coronavirus and turning it loose worldwide.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287091700872224769
"@julie_kelly2 Nazis. This is America, for God's sake! I know he's probably following orders, but where is common sense? #coronavirus #Nazi",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1249572152132669440
"@WHO gang tells us:
1. #Coronavirus is similar to #Swineflu, #Ebola, etc.
2. People can test positive after recovery (as in Ebola, where semen &amp; breastmilk of survivals carry the virus for months).
3. Instead of worsening, #COVID19 is at its end, says spokesman #DrFauci...5/n",fauci,NONE,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1252362303904706560
"@morethanmySLE :mask: Because I don’t say “fuck you” to everyone when I leave my house, I wear a mask.",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1282975237148225538
"Dear Mr President... nobody likes you

#NobodyLikesTrump #TrumpVirus 
#VoteForOurLives",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1288829365686501376
@HannahTodd01 @visitJanet Hes a fraud and a liar,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286857908706304005
@Thomas1774Paine @TXPSALM55 He is an asshat.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1281061258624565249
@IngrahamAngle @AK4WA He is a fraud pure and simple! Conflicts of interest and flip flops!,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1278303467996450817
If only the President of the United States understood that you don't get the virus by taking the test.  #IdiotInChief  #TuesdayMorning #TrumpVirus #TrumpKillsUs #WearADamnMask,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283012294033711106
@neelkashkari @WSJ Are you so completely stupid to believe the discredited @ScottGottliebMD ? Have you no shame? Certainly no intellect. And to think folks once thought highly of your prospects. See @AlexBerenson. Quickly! You have important responsibilities.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290474199576989696
@votejessi2020 Cooking the books to keep #COVID19 FEAR alive. Don't trust the #DeepState #MedicalIndustrialComplex. #CDC #NIH #DHS,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284118853132390402
@JerryDunleavy @realDonaldTrump  Fire this Fraud,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284878027332165632
"@MarshaBlackburn @realDonaldTrump Do you ever work? Or do you spend all of your time parroting Trumpian propaganda?

#ComplicitCorruptGOP 
#GOPBetrayedAmerica 
#TrumpLiesAmericansDie",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283402170923196417
"Trump is currently giving the press the biggest FU with this news conference! 
#Trump2020Landslide 
#Scamdemic",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283166859165151232
"@FoxNewsSunday  Chris Wallace said Trump predicted a possible vaccine for C-19 by January, but what he did not say is that  #DrFauci said the same thing in the recent update.  Chris Wallace on a campaign to destroy Trump! #FakeNews",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1277304475661860875
@Phreadys No. Hell no!,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289719690772660224
